;nome;num_colecao;extras;lingua;condicao;size;preco_unitario;preco_total
956;cacnea;(44, 106);;português;nm;1;1.0;1.0
957;doduo;(45, 106);;português;nm;3;0.5;1.5
958;duskull;(46, 106);;português;nm;1;0.7;0.7
959;electrike;(47, 106);;inglês;nm;1;0.5;0.5
960;electrike;(47, 106);;inglês;mp;1;0.2;0.2
961;electrike;(48, 106);;português;nm;2;1.0;2.0
962;electrike;(48, 106);;português;mp;1;0.7;0.7
963;feebas;(49, 106);;inglês;nm;1;0.5;0.5
964;feebas;(50, 106);;inglês;nm;1;0.49;0.49
965;gulpin;(51, 106);;português;nm;3;0.23;0.69
966;gulpin;(51, 106);reverse foil;português;nm;1;;
967;larvitar;(52, 106);;português;nm;1;0.44;0.44
968;larvitar;(52, 106);;inglês;nm;1;0.9;0.9
969;luvdisc;(53, 106);;português;nm;2;0.9;1.8
970;makuhita;(54, 106);;português;nm;1;0.5;0.5
971;makuhita;(54, 106);reverse foil;português;nm;1;24.5;24.5
972;meditite;(55, 106);;português;nm;2;0.23;0.46
973;meditite;(55, 106);;português;sp;1;0.71;0.71
974;mudkip;(56, 106);;português;nm;2;0.5;1.0
975;numel;(57, 106);;português;nm;1;0.5;0.5
976;numel;(57, 106);;português;sp;2;0.45;0.9
977;numel;(57, 106);;português;mp;1;0.3;0.3
978;numel;(58, 106);;inglês;nm;1;0.5;0.5
979;numel;(58, 106);reverse foil;português;sp;1;;
980;pichu;(59, 106);;português;nm;2;;
981;ralts;(61, 106);;português;nm;1;0.7;0.7
982;ralts;(61, 106);;português;sp;1;0.5;0.5
983;shroomish;(63, 106);;português;nm;2;0.9;1.8
984;snorunt;(64, 106);;português;nm;2;0.17;0.34
985;spoink;(66, 106);;português;nm;1;0.8;0.8
986;taillow;(68, 106);;português;nm;1;0.5;0.5
987;torchic;(69, 106);;inglês;nm;1;0.44;0.44
988;treecko;(70, 106);;português;nm;3;0.86;2.58
989;voltorb;(71, 106);reverse foil;português;nm;1;;
990;vulpix;(72, 106);;português;nm;4;0.25;1.0
991;whismur;(73, 106);;português;nm;1;0.49;0.49
992;whismur;(73, 106);;português;sp;2;0.3;0.6
993;zigzagoon;(74, 106);;português;nm;1;0.23;0.23
994;zigzagoon;(74, 106);;português;d;1;;
995;double full heal;(76, 106);;português;nm;1;5.0;5.0
996;oran berry;(80, 106);;português;d;1;;
997;professor birch;(82, 106);;português;nm;1;;
998;scott;(84, 106);;inglês;nm;1;10.0;10.0
999;darkness energy;(86, 106);reverse foil;inglês;nm;1;;
1000;double rainbow energy;(87, 106);;português;nm;1;25.0;25.0
1001;metal energy;(88, 106);;português;nm;1;8.0;8.0
1002;multi energy;(89, 106);;português;nm;1;8.0;8.0
1003;milotic ex;(96, 106);foil;português;m;1;;
1004;water energy;(103, 106);foil;inglês;nm;1;49.95;49.95
1005;fighting energy;(106, 106);foil;inglês;nm;1;49.95;49.95
1006;crawdaunt;(3, 97);foil;inglês;d;1;1.5;1.5
1007;roselia;(9, 97);foil;inglês;nm;1;10.0;10.0
1008;flygon;(15, 97);;inglês;nm;2;2.39;4.78
1009;salamence;(19, 97);;inglês;nm;2;3.9;7.8
1010;camerupt;(24, 97);;inglês;nm;1;0.49;0.49
1011;camerupt;(24, 97);;inglês;mp;1;0.5;0.5
1012;magneton;(35, 97);;inglês;nm;2;1.0;2.0
1013;ninjask;(38, 97);;inglês;nm;2;1.5;3.0
1014;seadra;(40, 97);;inglês;nm;2;1.5;3.0
1015;shelgon;(41, 97);;inglês;nm;2;1.0;2.0
1016;vibrava;(47, 97);;inglês;nm;2;1.5;3.0
1017;bagon;(49, 97);;inglês;nm;4;1.0;4.0
1018;corphish;(52, 97);;inglês;nm;4;1.0;4.0
1019;grimer;(57, 97);;inglês;nm;3;0.5;1.5
1020;horsea;(58, 97);;inglês;nm;4;0.5;2.0
1021;magnemite;(61, 97);;inglês;nm;4;1.0;4.0
1022;nincada;(66, 97);;inglês;nm;4;0.75;3.0
1023;numel;(69, 97);;inglês;nm;3;0.53;1.59
1024;numel;(69, 97);;inglês;sp;1;0.49;0.49
1025;slugma;(72, 97);;inglês;nm;2;0.49;0.98
1026;slugma;(72, 97);;inglês;sp;1;0.49;0.49
1027;spoink;(73, 97);;inglês;nm;4;0.49;1.96
1028;trapinch;(78, 97);;inglês;nm;4;1.0;4.0
1029;balloon berry;(82, 97);;inglês;nm;2;0.49;0.98
1030;energy recycle system;(84, 97);;inglês;nm;1;1.6;1.6
1031;energy recycle system;(84, 97);;inglês;sp;1;1.49;1.49
1032;high pressure system;(85, 97);;inglês;nm;1;2.0;2.0
1033;low pressure system;(86, 97);;inglês;nm;1;2.9;2.9
1034;tv reporter;(88, 97);;inglês;nm;4;2.8;11.2
1035;dark gyarados;(25, 82);;inglês;mp;1;;
1036;dark muk;(41, 82);;inglês;hp;1;2.49;2.49
1037;dark vaporeon;(45, 82);;inglês;mp;1;9.5;9.5
1038;porygon;(48, 82);;inglês;hp;1;;
1039;abra;(49, 82);;inglês;mp;1;0.89;0.89
1040;eevee;(55, 82);;inglês;d;1;1.0;1.0
1041;ekans;(56, 82);;inglês;mp;1;0.74;0.74
1042;grimer;(57, 82);;inglês;d;1;1.9;1.9
1043;meowth;(62, 82);;inglês;hp;1;0.75;0.75
1044;oddish;(63, 82);;inglês;d;1;0.19;0.19
1045;zubat;(70, 82);;inglês;d;1;0.19;0.19
1046;full heal energy;(81, 82);;inglês;hp;1;;
1047;machamp;(15, 110);reverse foil;inglês;d;1;79.9;79.9
1048;kabutops;(27, 110);;inglês;d;1;;
1049;ivysaur;(47, 110);;inglês;d;1;;
1050;metapod;(54, 110);;inglês;d;1;;
1051;raticate;(61, 110);;inglês;d;1;;
1052;bulbasaur;(68, 110);;inglês;mp;2;;
1053;caterpie;(69, 110);;inglês;sp;2;2.7;5.4
1054;onix;(84, 110);;inglês;d;2;0.5;1.0
1055;rattata;(89, 110);;inglês;mp;2;0.4;0.8
1056;full heal;(111, 130);;inglês;hp;1;0.5;0.5
1057;pluspower;(113, 130);;inglês;sp;1;2.7;2.7
1058;pluspower;(113, 130);;inglês;mp;1;3.5;3.5
1059;bill;(118, 130);;inglês;mp;2;0.7;1.4
1060;energy removal;(119, 130);;inglês;sp;1;1.4;1.4
1061;energy removal;(119, 130);;inglês;mp;1;0.94;0.94
1062;gust of wind;(120, 130);;inglês;sp;2;0.49;0.98
1063;gust of wind;(120, 130);;inglês;d;2;0.27;0.54
1064;potion;(122, 130);;inglês;sp;2;0.2;0.4
1065;potion;(122, 130);;inglês;mp;3;0.05;0.15
1066;dark persian;(17, 53);foil;inglês;nm;2;59.95;119.9
1067;misdreavus;(39, 53);;inglês;nm;1;9.5;9.5
1068;misdreavus;(39, 53);;inglês;sp;1;8.5;8.5
1069;pikachu;(4, 53);;inglês;d;1;7.75;7.75
1070;zapdos;(23, 53);;português;hp;2;2.25;4.5
1071;zapdos;(23, 53);;português;d;2;0.5;1.0
1072;pignite;(4, 12);foil;português;nm;1;9.9;9.9
1073;spheal;(65, 92);reverse foil;inglês;nm;1;19.5;19.5
1074;floatzel;(37, 106);;inglês;mp;1;;
1075;felicity's drawing;(98, 106);;inglês;nm;2;2.0;4.0
1076;chikorita;(44, 101);;inglês;nm;1;1.0;1.0
1077;taillow;(66, 101);;inglês;nm;1;1.0;1.0
1078;trapinch;(68, 101);;inglês;nm;1;0.5;0.5
1079;trapinch;(69, 101);;inglês;nm;1;0.99;0.99
1080;luxray;(5, 99);foil;inglês;nm;1;;
1081;mothim;(6, 99);foil;inglês;mp;1;;
1082;salamence;(8, 99);reverse foil;inglês;nm;1;;
1083;zapdos g;(12, 99);foil;inglês;nm;1;;
1084;aerodactyl;(13, 99);;inglês;nm;1;15.0;15.0
1085;bronzor;(34, 99);;inglês;nm;1;1.0;1.0
1086;charmeleon;(35, 99);;inglês;nm;1;;
1087;graveler;(37, 99);;inglês;nm;2;1.0;2.0
1088;haunter;(41, 99);;inglês;nm;1;;
1089;haunter;(42, 99);;inglês;nm;1;1.0;1.0
1090;pelipper;(45, 99);;inglês;nm;2;1.0;2.0
1091;ponyta;(46, 99);;inglês;nm;1;2.25;2.25
1092;shelgon;(48, 99);;inglês;hp;1;;
1093;wormadam plant cloak;(49, 99);;inglês;hp;1;;
1094;wormadam trash cloak;(51, 99);;inglês;nm;2;0.9;1.8
1095;bronzor;(54, 99);reverse foil;inglês;nm;1;;
1096;burmy plant cloak;(56, 99);;inglês;d;1;;
1097;burmy sandy cloak;(57, 99);;inglês;nm;1;0.5;0.5
1098;burmy trash cloak;(58, 99);;inglês;nm;1;0.49;0.49
1099;burmy trash cloak;(58, 99);;inglês;d;1;;
1100;charmander;(59, 99);;inglês;nm;1;;
1101;croagunk;(61, 99);;inglês;d;1;;
1102;electrike;(63, 99);;inglês;nm;2;0.5;1.0
1103;gastly;(64, 99);;inglês;nm;2;0.5;1.0
1104;geodude;(65, 99);;inglês;sp;1;1.7;1.7
1105;geodude;(65, 99);;inglês;mp;1;1.5;1.5
1106;geodude;(65, 99);;inglês;d;1;;
1107;kabuto;(67, 99);;inglês;nm;1;1.0;1.0
1108;kabuto;(67, 99);;inglês;d;1;;
1109;makuhita;(68, 99);;inglês;nm;1;0.4;0.4
1110;nosepass;(69, 99);;inglês;nm;1;0.5;0.5
1111;pikachu;(71, 99);;inglês;nm;1;;
1112;rattata;(73, 99);reverse foil;inglês;nm;1;;
1113;rattata;(73, 99);;inglês;nm;1;0.5;0.5
1114;shinx;(74, 99);;inglês;nm;1;0.5;0.5
1115;tangela;(77, 99);;inglês;nm;2;0.4;0.8
1116;wingull;(80, 99);;inglês;nm;1;0.5;0.5
1117;wingull;(80, 99);;inglês;sp;1;0.45;0.45
1118;wingull;(81, 99);;inglês;nm;1;0.5;0.5
1119;energy restore;(86, 99);;inglês;nm;1;0.5;0.5
1120;expert belt;(87, 99);;inglês;nm;1;3.0;3.0
1121;lucky egg;(88, 99);reverse foil;inglês;nm;1;;
1122;lucky egg;(88, 99);;inglês;mp;1;0.49;0.49
1123;salamence lv.x;(98, 99);foil;inglês;nm;1;;
1124;arceus;ar5;foil;inglês;nm;1;;
1125;arceus;ar8;foil;inglês;nm;1;;
1126;beedrill;(1, 113);foil;inglês;nm;1;;
1127;rain castform;(26, 113);reverse foil;inglês;d;1;;
1128;hariyama;(44, 113);;inglês;nm;1;2.5;2.5
1129;illumise;(45, 113);reverse foil;inglês;nm;1;54.5;54.5
1130;metang;(49, 113);;inglês;nm;1;8.0;8.0
1131;bagon;(58, 113);;inglês;nm;1;2.0;2.0
1132;holon's magnemite;(70, 113);;inglês;nm;1;6.0;6.0
1133;magnemite;(74, 113);;inglês;nm;1;0.54;0.54
1134;meowth;(77, 113);;inglês;nm;1;1.0;1.0
1135;ralts;(81, 113);;inglês;nm;1;0.9;0.9
1136;dual ball;(89, 113);reverse foil;inglês;nm;1;;
1137;holon lass;(92, 113);;inglês;nm;1;4.0;4.0
1138;ampharos;(1, 127);foil;inglês;nm;1;;
1139;blaziken;(3, 127);reverse foil;inglês;nm;1;20.0;20.0
1140;dialga;(6, 127);reverse foil;inglês;nm;1;9.5;9.5
1141;palkia g;(12, 127);reverse foil;inglês;nm;1;;
1142;shaymin;(15, 127);reverse foil;inglês;nm;1;;
1143;banette;(19, 127);;inglês;nm;1;1.99;1.99
1144;empoleon;(26, 127);;inglês;sp;1;;
1145;giratina;(27, 127);;inglês;nm;1;25.9;25.9
1146;luvdisc;(35, 127);;inglês;nm;1;2.0;2.0
1147;torterra;(39, 127);;inglês;nm;1;;
1148;cacturne;(42, 127);;inglês;nm;2;1.0;2.0
1149;carnivine;(43, 127);;inglês;nm;1;1.0;1.0
1150;cascoon;(44, 127);;inglês;nm;1;;
1151;combusken;(45, 127);;inglês;nm;1;1.0;1.0
1152;crobat g;(47, 127);;inglês;nm;1;;
1153;grotle;(49, 127);;inglês;nm;2;0.5;1.0
1154;kirlia;(51, 127);;inglês;nm;1;;
1155;lucario;(53, 127);;inglês;nm;1;;
1156;mightyena;(54, 127);;inglês;sp;1;1.99;1.99
1157;prinplup;(59, 127);;inglês;nm;1;0.75;0.75
1158;silcoon;(63, 127);;inglês;sp;1;1.49;1.49
1159;vigoroth;(64, 127);;inglês;nm;2;1.5;3.0
1160;carnivine;(68, 127);;inglês;nm;1;0.49;0.49
1161;chansey;(69, 127);;inglês;nm;1;1.9;1.9
1162;chansey;(69, 127);;inglês;sp;1;1.7;1.7
1163;chimchar;(70, 127);;inglês;nm;1;0.5;0.5
1164;combee;(71, 127);;inglês;nm;1;0.49;0.49
1165;diglett;(72, 127);;inglês;nm;1;0.49;0.49
1166;dunsparce;(73, 127);;inglês;nm;1;0.49;0.49
1167;electrike;(74, 127);;inglês;nm;1;0.49;0.49
1168;happiny;(76, 127);;inglês;nm;2;0.5;1.0
1169;honchkrow g;(77, 127);;inglês;nm;1;1.49;1.49
1170;lapras;(79, 127);;inglês;nm;2;0.9;1.8
1171;lickitung;(80, 127);;inglês;nm;3;0.5;1.5
1172;lotad;(81, 127);;inglês;nm;1;0.5;0.5
1173;nosepass;(84, 127);;inglês;nm;2;0.48;0.96
1174;piplup;(85, 127);;inglês;nm;1;1.9;1.9
1175;piplup;(85, 127);;inglês;sp;1;1.7;1.7
1176;poochyena;(86, 127);;inglês;nm;1;0.49;0.49
1177;poochyena;(86, 127);;inglês;d;1;;
1178;psyduck;(87, 127);;inglês;nm;1;0.49;0.49
1179;purugly g;(88, 127);;inglês;nm;1;0.5;0.5
1180;ralts;(89, 127);;inglês;nm;1;1.13;1.13
1181;riolu;(91, 127);;inglês;nm;1;0.4;0.4
1182;squirtle;(96, 127);;inglês;nm;1;;
1183;torchic;(99, 127);;inglês;nm;1;0.49;0.49
1184;torchic;(99, 127);;inglês;sp;1;0.45;0.45
1185;torkoal;(100, 127);;inglês;nm;1;1.9;1.9
1186;turtwig;(101, 127);;inglês;nm;2;0.48;0.96
1187;vulpix;(102, 127);;inglês;nm;1;2.25;2.25
1188;galactic hq;(106, 127);;inglês;nm;1;1.5;1.5
1189;life herb;(108, 127);;inglês;nm;2;1.0;2.0
1190;memory berry;(110, 127);;inglês;nm;1;1.5;1.5
1191;pokédex handy910is;(114, 127);;inglês;sp;1;0.99;0.99
1192;armor fossil;(119, 127);;inglês;nm;1;1.49;1.49
1193;lotad;sh4;reverse foil;inglês;nm;1;;
1194;swablu;sh5;reverse foil;inglês;nm;1;;
1195;heracross;(7, 101);foil;inglês;nm;1;125.0;125.0
1196;shiftry;(14, 101);foil;inglês;m;1;;
1197;tropius;(27, 101);;inglês;nm;1;;
1198;dodrio;(33, 101);;inglês;nm;1;1.5;1.5
1199;gloom;(35, 101);;inglês;nm;1;0.99;0.99
1200;igglybuff;(37, 101);;inglês;nm;1;;
1201;machoke;(41, 101);;inglês;nm;1;;
1202;medicham;(42, 101);reverse foil;inglês;m;1;;
1203;baltoy;(52, 101);;inglês;nm;1;0.5;0.5
1204;baltoy;(52, 101);;inglês;sp;1;0.49;0.49
1205;feebas;(61, 101);;inglês;nm;1;0.32;0.32
1206;oddish;(68, 101);;inglês;nm;2;0.49;0.98
1207;shuppet;(72, 101);;inglês;sp;1;0.45;0.45
1208;totodile;(79, 101);;inglês;nm;1;0.49;0.49
1209;whismur;(82, 101);;inglês;nm;1;0.49;0.49
1210;zubat;(83, 101);;inglês;nm;2;0.5;1.0
1211;darkrai;(3, 100);reverse foil;inglês;nm;1;;
1212;minun;(25, 100);;inglês;nm;1;2.5;2.5
1213;ambipom;(35, 100);;inglês;nm;1;0.99;0.99
1214;monferno;(41, 100);;inglês;sp;1;0.99;0.99
1215;chimchar;(57, 100);;inglês;sp;1;;
1216;croagunk;(60, 100);;inglês;nm;1;0.39;0.39
1217;eevee;(63, 100);;inglês;nm;1;2.5;2.5
1218;glameow;(65, 100);;inglês;nm;1;0.48;0.48
1219;turtwig;(78, 100);;inglês;nm;1;0.45;0.45
1220;old amber;(84, 100);;inglês;nm;1;1.45;1.45
1221;energy search;(90, 100);;inglês;nm;2;0.49;0.98
1222;flygon;(5, 111);;inglês;nm;1;;
1223;luxray gl;(9, 111);foil;inglês;nm;1;;
1224;shiftry;(13, 111);foil;inglês;nm;1;14.5;14.5
1225;gastrodon east sea;(21, 111);reverse foil;inglês;nm;1;;
1226;hippowdon;(25, 111);foil;inglês;nm;1;;
1227;rhyperior 4;(32, 111);foil;inglês;m;1;;
1228;glaceon;(41, 111);reverse foil;inglês;nm;1;;
1229;hippowdon 4;(42, 111);;inglês;nm;2;1.5;3.0
1230;machamp gl;(46, 111);;inglês;nm;1;1.5;1.5
1231;scizor 4;(48, 111);;inglês;nm;1;;
1232;starmie;(50, 111);;inglês;nm;2;1.0;2.0
1233;vibrava;(53, 111);;inglês;nm;2;2.5;5.0
1234;whiscash 4;(54, 111);;inglês;sp;1;1.0;1.0
1235;aerodactyl gl;(55, 111);;inglês;nm;4;5.0;20.0
1236;flareon 4;(60, 111);;inglês;nm;2;2.0;4.0
1237;hippopotas;(64, 111);;inglês;nm;4;0.49;1.96
1238;houndoom 4;(65, 111);;inglês;nm;2;1.5;3.0
1239;kecleon;(67, 111);;inglês;d;1;;
1240;nidoran fêmea;(71, 111);reverse foil;inglês;nm;1;5.5;5.5
1241;nidoran fêmea;(71, 111);;inglês;nm;1;0.49;0.49
1242;nidoran macho;(72, 111);;inglês;nm;1;0.48;0.48
1243;nidorino;(74, 111);;inglês;nm;2;0.99;1.98
1244;spheal;(82, 111);;inglês;nm;1;0.49;0.49
1245;staryu;(83, 111);;inglês;nm;4;0.49;1.96
1246;trapinch;(84, 111);;inglês;nm;4;0.48;1.92
1247;turtwig gl;(85, 111);;inglês;nm;1;0.49;0.49
1248;aaron's collection;(88, 111);;inglês;nm;2;1.5;3.0
1249;bebe's search;(89, 111);;inglês;nm;2;1.45;2.9
1250;sunyshore city gym;(94, 111);;inglês;nm;1;0.99;0.99
1251;volkner's philosophy;(98, 111);;inglês;nm;1;3.0;3.0
1252;volkner's philosophy;(98, 111);;inglês;sp;1;2.5;2.5
1253;sp energy;(101, 111);;inglês;nm;1;4.0;4.0
1254;cherrim;(14, 100);;inglês;nm;1;1.9;1.9
1255;drifblim;(16, 100);;inglês;nm;1;;
1256;skuntank;(26, 100);;inglês;nm;1;1.9;1.9
1257;staraptor;(27, 100);;inglês;nm;1;0.49;0.49
1258;tyranitar;(30, 100);foil;inglês;nm;1;;
1259;dusclops;(34, 100);;inglês;nm;1;1.9;1.9
1260;farfetch'd;(38, 100);;inglês;nm;1;1.45;1.45
1261;haunter;(40, 100);;inglês;nm;1;1.5;1.5
1262;miltank;(44, 100);;inglês;nm;1;0.95;0.95
1263;pupitar;(47, 100);;inglês;nm;2;0.7;1.4
1264;shelgon;(50, 100);reverse foil;inglês;hp;1;;
1265;staravia;(52, 100);;inglês;nm;2;0.65;1.3
1266;bagon;(53, 100);;inglês;nm;1;0.49;0.49
1267;bagon;(53, 100);;inglês;sp;1;0.49;0.49
1268;bagon;(53, 100);;inglês;mp;1;0.4;0.4
1269;bidoof;(54, 100);reverse foil;inglês;mp;1;;
1270;bronzor;(55, 100);;inglês;sp;1;0.3;0.3
1271;gastly;(62, 100);;inglês;nm;1;;
1272;larvitar;(63, 100);;inglês;nm;4;0.5;2.0
1273;machop;(64, 100);;inglês;nm;4;0.48;1.92
1274;magnemite;(67, 100);;inglês;nm;1;0.49;0.49
1275;pikachu;(70, 100);reverse foil;inglês;sp;1;79.9;79.9
1276;snover;(74, 100);;inglês;nm;1;0.49;0.49
1277;starly;(75, 100);;inglês;nm;4;0.5;2.0
1278;stunky;(76, 100);;inglês;nm;4;0.49;1.96
1279;treecko;(79, 100);;inglês;nm;1;1.49;1.49
1280;treecko;(79, 100);;inglês;mp;1;1.5;1.5
1281;voltorb;(81, 100);;inglês;nm;1;0.49;0.49
1282;energy switch;(84, 100);;inglês;nm;1;1.9;1.9
1283;energy switch;(84, 100);;inglês;sp;1;0.49;0.49
1284;great ball;(85, 100);;inglês;nm;2;1.9;3.8
1285;luxury ball;(86, 100);;inglês;nm;1;9.9;9.9
1286;poké blower +;(88, 100);;inglês;nm;1;;
1287;poké drawer +;(89, 100);;inglês;nm;1;;
1288;potion;(92, 100);;inglês;nm;4;0.49;1.96
1289;potion;(92, 100);;inglês;sp;1;0.45;0.45
1290;switch;(93, 100);;inglês;nm;2;0.5;1.0
1291;deoxys speed forme;(26, 146);;inglês;nm;1;;
1292;lucario;(61, 146);;inglês;nm;1;;
1293;metang;(64, 146);;inglês;nm;1;1.0;1.0
1294;unown r;(77, 146);;inglês;nm;1;35.9;35.9
1295;chinchou;(88, 146);;inglês;nm;1;0.5;0.5
1296;gloom;(97, 146);;inglês;nm;1;1.9;1.9
1297;hitmonchan;(99, 146);reverse foil;inglês;nm;1;;
1298;hitmonchan;(99, 146);;inglês;nm;1;1.9;1.9
1299;lileep;(105, 146);;inglês;nm;1;1.9;1.9
1300;poliwag;(114, 146);;inglês;nm;1;0.5;0.5
1301;cynthia's feelings;(131, 146);;inglês;nm;2;3.9;7.8
1302;arcanine g;(15, 147);;inglês;nm;1;;
1303;lopunny;(63, 147);;inglês;nm;1;0.75;0.75
1304;marshtomp;(67, 147);reverse foil;inglês;nm;1;;
1305;ninjask;(73, 147);;inglês;nm;1;1.0;1.0
1306;bulbasaur;(93, 147);;inglês;sp;1;2.7;2.7
1307;chingling;(98, 147);;inglês;nm;1;;
1308;gible;(106, 147);;inglês;nm;1;0.49;0.49
1309;meditite;(113, 147);;inglês;nm;1;0.49;0.49
1310;starly;(129, 147);;inglês;nm;1;0.49;0.49
1311;battle tower;(134, 147);;inglês;nm;1;1.5;1.5
1312;electivire;(3, 130);reverse foil;inglês;nm;1;;
1313;carnivine;(21, 130);;inglês;nm;1;1.9;1.9
1314;lopunny;(30, 130);;inglês;nm;1;2.5;2.5
1315;wynaut;(42, 130);;inglês;nm;1;;
1316;dusclops;(47, 130);;inglês;sp;1;0.95;0.95
1317;grotle;(49, 130);;inglês;nm;1;0.49;0.49
1318;prinplup;(58, 130);;inglês;sp;1;0.39;0.39
1319;rapidash;(59, 130);;inglês;nm;1;0.7;0.7
1320;rapidash;(59, 130);;inglês;sp;1;0.65;0.65
1321;riolu;(61, 130);;inglês;sp;1;2.7;2.7
1322;unown c;(67, 130);;inglês;sp;1;2.7;2.7
1323;bidoof;(70, 130);;inglês;nm;1;0.23;0.23
1324;bonsly;(71, 130);;inglês;nm;1;29.9;29.9
1325;chatot;(74, 130);;inglês;nm;1;0.5;0.5
1326;chimchar;(76, 130);;inglês;nm;1;0.49;0.49
1327;combee;(79, 130);;inglês;nm;1;0.5;0.5
1328;gastly;(82, 130);;inglês;nm;1;0.5;0.5
1329;glameow;(83, 130);reverse foil;inglês;nm;1;5.5;5.5
1330;onix;(92, 130);;inglês;nm;1;1.9;1.9
1331;piplup;(93, 130);reverse foil;inglês;nm;1;5.5;5.5
1332;shinx;(98, 130);;inglês;sp;1;;
1333;starly;(101, 130);;inglês;nm;1;0.5;0.5
1334;stunky;(102, 130);;inglês;nm;1;0.35;0.35
1335;turtwig;(103, 130);;inglês;nm;2;0.5;1.0
1336;energy restore;(106, 130);;inglês;nm;1;1.0;1.0
1337;energy restore;(106, 130);;inglês;sp;1;0.5;0.5
1338;night pokémon center;(108, 130);;inglês;nm;1;1.5;1.5
